locus_tag,ftype,length_bp,gene,EC_number,COG,product
GMHGOCAD_02051,CDS,1047,emrA_3,,,Colistin resistance protein EmrA
GMHGOCAD_02062,CDS,960,dusC,1.3.1.-,COG0042,tRNA-dihydrouridine(16) synthase
GMHGOCAD_02063,CDS,447,ibpA,,COG0071,Small heat shock protein IbpA
GMHGOCAD_02065,CDS,894,cmpR_2,,,HTH-type transcriptional activator CmpR
GMHGOCAD_02067,CDS,645,leuD1,4.2.1.33,COG0066,3-isopropylmalate dehydratase small subunit 1
GMHGOCAD_02068,CDS,765,ycgJ,2.1.1.-,,putative methyltransferase YcgJ
GMHGOCAD_02070,CDS,1113,asd,1.2.1.11,COG0136,Aspartate-semialdehyde dehydrogenase
GMHGOCAD_02071,CDS,1011,usg,,COG0136,USG-1 protein 
GMHGOCAD_02075,CDS,633,trpF,5.3.1.24,COG0135,N-(5'-phosphoribosyl)anthranilate isomerase
GMHGOCAD_02076,CDS,921,accD,2.1.3.15,COG0777,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
GMHGOCAD_02078,CDS,657,dedD,,,Cell division protein DedD
GMHGOCAD_02080,CDS,1506,purF,2.4.2.14,COG0034,Amidophosphoribosyltransferase
GMHGOCAD_02086,CDS,1284,puuB_2,1.4.3.-,,Gamma-glutamylputrescine oxidoreductase
GMHGOCAD_02089,CDS,618,prfB_2,,COG1186,Peptide chain release factor RF2
GMHGOCAD_02090,CDS,1134,rtcB_1,6.5.1.-,COG1690,RNA-splicing ligase RtcB
GMHGOCAD_02093,CDS,630,gbpA,,,GlcNAc-binding protein A
GMHGOCAD_02097,CDS,195,csrA1,,,Translational regulator CsrA1
GMHGOCAD_02099,CDS,690,dns,3.1.21.-,COG2356,Extracellular deoxyribonuclease
GMHGOCAD_02101,CDS,1131,ansB,3.5.1.38,,Glutaminase-asparaginase
GMHGOCAD_02103,CDS,957,rbsB,,COG1879,Ribose import binding protein RbsB
GMHGOCAD_02105,CDS,978,rbsC_1,,COG1172,Ribose import permease protein RbsC
GMHGOCAD_02106,CDS,1020,purR,,COG1609,HTH-type transcriptional repressor PurR
GMHGOCAD_02107,CDS,918,rbsK_2,2.7.1.15,,Ribokinase
GMHGOCAD_02108,CDS,405,rbsD,5.4.99.62,COG1869,D-ribose pyranase
GMHGOCAD_02109,CDS,1029,rihA,3.2.-.-,COG1957,Pyrimidine-specific ribonucleoside hydrolase RihA
GMHGOCAD_02113,CDS,213,capB_2,,,Cold shock protein CapB
GMHGOCAD_02119,CDS,1017,pheS,6.1.1.20,COG0016,Phenylalanine--tRNA ligase alpha subunit
GMHGOCAD_02120,CDS,2379,pheT,6.1.1.20,COG0072,Phenylalanine--tRNA ligase beta subunit
GMHGOCAD_02121,CDS,303,ihfA,,COG0776,Integration host factor subunit alpha
GMHGOCAD_02126,CDS,513,pagL_1,3.1.1.77,,Lipid A deacylase PagL
GMHGOCAD_02133,CDS,828,fmt_2,2.1.2.9,,Methionyl-tRNA formyltransferase
GMHGOCAD_02140,CDS,270,perB,2.3.1.227,COG0110,GDP-perosamine N-acetyltransferase
GMHGOCAD_02141,CDS,699,mfpA,,COG1357,Pentapeptide repeat protein MfpA
GMHGOCAD_02142,CDS,918,catM_1,,,HTH-type transcriptional regulator CatM
GMHGOCAD_02143,CDS,1173,ynfM_2,,,Inner membrane transport protein YnfM
GMHGOCAD_02145,CDS,612,slmA_1,,,Nucleoid occlusion factor SlmA
GMHGOCAD_02146,CDS,1284,mdtA_4,,,Multidrug resistance protein MdtA
GMHGOCAD_02147,CDS,3102,mdtC_1,,,Multidrug resistance protein MdtC
GMHGOCAD_02150,CDS,528,macB_1,3.6.3.-,COG0577,Macrolide export ATP-binding/permease protein MacB
GMHGOCAD_02153,CDS,1467,pqqE_1,1.21.98.4,,PqqA peptide cyclase
GMHGOCAD_02157,CDS,855,phzF_1,5.3.3.17,,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase"
GMHGOCAD_02158,CDS,975,hemB_1,4.2.1.24,COG0113,Delta-aminolevulinic acid dehydratase
GMHGOCAD_02159,CDS,1563,mhpA_2,1.14.13.127,,3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
GMHGOCAD_02160,CDS,615,rhtB_1,,COG1280,Homoserine/homoserine lactone efflux protein
GMHGOCAD_02165,CDS,513,hisZ_2,,,ATP phosphoribosyltransferase regulatory subunit
GMHGOCAD_02168,CDS,1599,norR_2,,,Anaerobic nitric oxide reductase transcription regulator NorR
GMHGOCAD_02169,CDS,1551,rsr,,,60 kDa SS-A/Ro ribonucleoprotein 
GMHGOCAD_02170,CDS,1227,rtcB_2,6.5.1.-,COG1690,RNA-splicing ligase RtcB
GMHGOCAD_02174,CDS,1032,rtcA,6.5.1.4,COG0430,RNA 3'-terminal phosphate cyclase
GMHGOCAD_02178,CDS,2016,pctC_2,,COG0840,Methyl-accepting chemotaxis protein PctC
GMHGOCAD_02180,CDS,894,pcpR_3,,,PCP degradation transcriptional activation protein
GMHGOCAD_02181,CDS,1437,ribZ,,,Riboflavin transporter RibZ
GMHGOCAD_02184,CDS,1233,lysA_2,4.1.1.20,,Diaminopimelate decarboxylase
GMHGOCAD_02185,CDS,924,occR,,,Octopine catabolism/uptake operon regulatory protein OccR
GMHGOCAD_02186,CDS,1179,phaA,2.3.1.9,COG0183,Acetyl-CoA acetyltransferase
GMHGOCAD_02189,CDS,900,cynR_3,,,HTH-type transcriptional regulator CynR
GMHGOCAD_02191,CDS,2214,mdoB,2.7.8.20,,Phosphoglycerol transferase I
GMHGOCAD_02192,CDS,441,IMPDH,1.1.1.205,,Inosine-5'-monophosphate dehydrogenase
GMHGOCAD_02194,CDS,1113,spuD_1,,COG0687,Putrescine-binding periplasmic protein SpuD
GMHGOCAD_02195,CDS,897,ydcV_1,,,Inner membrane ABC transporter permease protein YdcV
GMHGOCAD_02196,CDS,912,potH_1,,COG1176,Putrescine transport system permease protein PotH
GMHGOCAD_02197,CDS,1143,potA_2,7.6.2.11,COG3842,Spermidine/putrescine import ATP-binding protein PotA
GMHGOCAD_02198,CDS,756,puuD_1,3.5.1.94,COG2071,Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
GMHGOCAD_02199,CDS,1377,puuA_1,6.3.1.11,COG0174,Gamma-glutamylputrescine synthetase PuuA
GMHGOCAD_02200,CDS,1491,puuC_1,1.2.1.5,COG1012,NADP/NAD-dependent aldehyde dehydrogenase PuuC
GMHGOCAD_02201,CDS,1281,puuB_3,1.4.3.-,,Gamma-glutamylputrescine oxidoreductase
GMHGOCAD_02202,CDS,549,puuR_1,,,HTH-type transcriptional regulator PuuR
GMHGOCAD_02204,CDS,1029,xecA1,4.4.1.23,,2-hydroxypropyl-CoM lyase
GMHGOCAD_02205,CDS,510,hsaB,1.5.1.36,COG1853,"Flavin-dependent monooxygenase, reductase subunit HsaB"
GMHGOCAD_02206,CDS,561,queH,1.17.99.6,COG1636,Epoxyqueuosine reductase QueH
GMHGOCAD_02211,CDS,768,glnQ_3,,,Glutamine transport ATP-binding protein GlnQ
GMHGOCAD_02212,CDS,660,yecS_2,,COG0765,L-cystine transport system permease protein YecS
GMHGOCAD_02213,CDS,648,yecS_3,,COG0765,L-cystine transport system permease protein YecS
GMHGOCAD_02214,CDS,789,fliY_3,,COG0834,L-cystine-binding protein FliY
GMHGOCAD_02215,CDS,3048,argD_2,2.6.1.17,,Acetylornithine/succinyldiaminopimelate aminotransferase
GMHGOCAD_02217,CDS,507,fecI_3,,COG1595,putative RNA polymerase sigma factor FecI
GMHGOCAD_02218,CDS,966,fecR_2,,COG3712,Protein FecR
GMHGOCAD_02219,CDS,2835,btuB_4,,,Vitamin B12 transporter BtuB
GMHGOCAD_02225,CDS,1791,irtA,3.6.3.-,COG1132,Iron import ATP-binding/permease protein IrtA
GMHGOCAD_02226,CDS,1752,irtB,3.6.3.-,COG1132,Iron import ATP-binding/permease protein IrtB
GMHGOCAD_02227,CDS,942,fatD,,,Ferric-anguibactin transport system permease protein FatD
GMHGOCAD_02228,CDS,945,fatC,,,Ferric-anguibactin transport system permease protein FatC
GMHGOCAD_02229,CDS,777,yclP,7.2.2.-,COG4604,Petrobactin import ATP-binding protein YclP
GMHGOCAD_02230,CDS,1002,fatB,,,Ferric-anguibactin-binding protein FatB
GMHGOCAD_02231,CDS,2229,fatA_2,,,Ferric-anguibactin receptor FatA
GMHGOCAD_02233,CDS,675,trmK,2.1.1.217,COG2384,tRNA (adenine(22)-N(1))-methyltransferase
GMHGOCAD_02235,CDS,675,gltJ_1,,COG0765,Glutamate/aspartate import permease protein GltJ
GMHGOCAD_02236,CDS,735,yhdY,,COG0765,Inner membrane amino-acid ABC transporter permease protein YhdY
GMHGOCAD_02237,CDS,768,glnQ_4,,,Glutamine transport ATP-binding protein GlnQ
GMHGOCAD_02238,CDS,954,ocd,1.5.1.49,COG2423,Delta(1)-pyrroline-2-carboxylate reductase 1
GMHGOCAD_02240,CDS,825,glnH_2,,COG0834,ABC transporter glutamine-binding protein GlnH
GMHGOCAD_02241,CDS,723,lldR,,COG2186,Putative L-lactate dehydrogenase operon regulatory protein
GMHGOCAD_02244,CDS,996,argP_1,,,HTH-type transcriptional regulator ArgP
GMHGOCAD_02246,CDS,969,cdhR_2,,COG4977,HTH-type transcriptional regulator CdhR
GMHGOCAD_02251,CDS,2556,valS_2,6.1.1.9,COG0525,Valine--tRNA ligase
GMHGOCAD_02258,CDS,2433,fpvA_1,,COG4773,Ferripyoverdine receptor
GMHGOCAD_02260,CDS,534,fecI_4,,COG1595,putative RNA polymerase sigma factor FecI
GMHGOCAD_02267,CDS,633,yfcF,2.5.1.18,COG0625,Glutathione S-transferase YfcF
GMHGOCAD_02268,CDS,960,yedA_1,,,putative inner membrane transporter YedA
GMHGOCAD_02269,CDS,909,gcvA_7,,,Glycine cleavage system transcriptional activator
GMHGOCAD_02272,CDS,438,ribD_1,,COG0117,Riboflavin biosynthesis protein RibD
GMHGOCAD_02274,CDS,2289,metE,2.1.1.14,COG0620,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
GMHGOCAD_02277,CDS,1335,hisC_3,2.6.1.9,,Histidinol-phosphate aminotransferase
GMHGOCAD_02283,CDS,1572,ycbB,2.-.-.-,COG2989,"putative L,D-transpeptidase YcbB"
GMHGOCAD_02287,CDS,642,leuE_1,,COG1280,Leucine efflux protein
GMHGOCAD_02288,CDS,513,sfaA_2,,,S-fimbrial protein subunit SfaA
GMHGOCAD_02289,CDS,2493,htrE,,COG3188,Outer membrane usher protein HtrE
GMHGOCAD_02290,CDS,738,yadV,,,putative fimbrial chaperone YadV
GMHGOCAD_02291,CDS,549,smf-1,,COG3539,Major fimbrial subunit SMF-1
GMHGOCAD_02295,CDS,2442,fptA,,COG4773,Fe(3+)-pyochelin receptor
GMHGOCAD_02296,CDS,972,fecR_3,,COG3712,Protein FecR
GMHGOCAD_02297,CDS,507,fecI_5,,COG1595,putative RNA polymerase sigma factor FecI
GMHGOCAD_02304,CDS,1665,mqo_1,1.1.5.4,COG0579,Malate:quinone oxidoreductase
GMHGOCAD_02306,CDS,861,srlR_1,,COG1349,Glucitol operon repressor
GMHGOCAD_02309,CDS,1329,abaF_1,,,Fosfomycin resistance protein AbaF
GMHGOCAD_02310,CDS,1194,lhgD,1.1.5.-,COG0579,L-2-hydroxyglutarate dehydrogenase
GMHGOCAD_02314,CDS,621,eamB_1,,COG1280,Cysteine/O-acetylserine efflux protein
GMHGOCAD_02315,CDS,870,gcvA_8,,,Glycine cleavage system transcriptional activator
GMHGOCAD_02316,CDS,1059,aguA_2,3.5.3.12,COG2957,Putative agmatine deiminase
GMHGOCAD_02317,CDS,909,nit1_2,3.5.1.128,,Deaminated glutathione amidase
GMHGOCAD_02318,CDS,1110,spuD_2,,COG0687,Putrescine-binding periplasmic protein SpuD
GMHGOCAD_02319,CDS,1125,aguA_3,3.5.3.12,COG2957,Agmatine deiminase
GMHGOCAD_02321,CDS,942,rlmL_2,2.1.1.264,,Ribosomal RNA large subunit methyltransferase K/L
GMHGOCAD_02324,CDS,984,acuI,1.3.1.84,COG0604,Acrylyl-CoA reductase AcuI
GMHGOCAD_02325,CDS,1356,mepA,,COG0534,Multidrug export protein MepA
GMHGOCAD_02330,CDS,741,rutR_3,,COG1309,HTH-type transcriptional regulator RutR
GMHGOCAD_02335,CDS,1209,hipO_3,3.5.1.32,COG1473,Hippurate hydrolase
GMHGOCAD_02336,CDS,927,tsaR_1,,,HTH-type transcriptional regulator TsaR
GMHGOCAD_02339,CDS,1374,ppnN,3.2.2.-,COG1611,Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
GMHGOCAD_02347,CDS,990,cheB_3,3.5.1.44,,Protein-glutamate methylesterase/protein-glutamine glutaminase
GMHGOCAD_02349,CDS,1158,argD_3,2.6.1.11,COG4992,Acetylornithine aminotransferase
GMHGOCAD_02350,CDS,906,dmlR_9,,,HTH-type transcriptional regulator DmlR
GMHGOCAD_02353,CDS,546,nadD_1,2.7.7.18,,nicotinate-nucleotide adenylyltransferase
GMHGOCAD_02355,CDS,1230,pncB2_2,6.3.4.21,COG1488,Nicotinate phosphoribosyltransferase 2
GMHGOCAD_02360,CDS,1314,puuB_4,1.4.3.-,,Gamma-glutamylputrescine oxidoreductase
GMHGOCAD_02361,CDS,1365,puuA_2,6.3.1.11,COG0174,Gamma-glutamylputrescine synthetase PuuA
GMHGOCAD_02364,CDS,894,dmlR_10,,,HTH-type transcriptional regulator DmlR
GMHGOCAD_02365,CDS,642,ycaC_1,4.-.-.-,COG1335,putative hydrolase YcaC
GMHGOCAD_02367,CDS,1851,nfdA_2,3.5.1.91,,N-substituted formamide deformylase
GMHGOCAD_02371,CDS,2361,polB,2.7.7.7,COG0417,DNA polymerase II
GMHGOCAD_02373,CDS,1458,aprA_1,3.4.24.-,COG2931,Metalloprotease AprA
GMHGOCAD_02376,CDS,1623,nanT,,,Sialic acid transporter NanT
GMHGOCAD_02377,CDS,1647,alkJ_1,1.1.99.-,,Alcohol dehydrogenase [acceptor]
GMHGOCAD_02378,CDS,900,hdfR_5,,,HTH-type transcriptional regulator HdfR
GMHGOCAD_02387,CDS,1017,virS_3,,,HTH-type transcriptional regulator VirS
GMHGOCAD_02392,CDS,1095,yhaZ,,COG4335,putative protein YhaZ
GMHGOCAD_02393,CDS,1830,kefC_1,,COG0475,Glutathione-regulated potassium-efflux system protein KefC
GMHGOCAD_02394,CDS,891,cynR_4,,,HTH-type transcriptional regulator CynR
GMHGOCAD_02395,CDS,1083,ybhH_1,5.-.-.-,COG2828,Putative isomerase YbhH
GMHGOCAD_02396,CDS,1314,dctA_1,,COG1301,Aerobic C4-dicarboxylate transport protein
GMHGOCAD_02397,CDS,1305,citN_2,,COG2851,Citrate transporter
GMHGOCAD_02398,CDS,1254,nicP_2,,,Porin-like protein NicP
GMHGOCAD_02399,CDS,384,htpX_1,3.4.24.-,,Protease HtpX
GMHGOCAD_02400,CDS,339,fbp_2,5.2.1.8,COG0545,FK506-binding protein
GMHGOCAD_02403,CDS,276,frmR,,COG1937,Transcriptional repressor FrmR
GMHGOCAD_02404,CDS,972,czcD_1,,COG1230,"Cadmium, cobalt and zinc/H(+)-K(+) antiporter"
GMHGOCAD_02405,CDS,642,leuE_2,,COG1280,Leucine efflux protein
GMHGOCAD_02406,CDS,948,gcvA_9,,,Glycine cleavage system transcriptional activator
GMHGOCAD_02408,CDS,1119,bioI,1.14.14.46,COG2124,Biotin biosynthesis cytochrome P450
GMHGOCAD_02411,CDS,798,nimR_3,,,HTH-type transcriptional regulator NimR
GMHGOCAD_02412,CDS,876,rhtA_1,,COG5006,Threonine/homoserine exporter RhtA
GMHGOCAD_02413,CDS,435,lysA_3,4.1.1.20,,Diaminopimelate decarboxylase
GMHGOCAD_02414,CDS,936,yijE,,,putative cystine transporter YijE
GMHGOCAD_02418,CDS,1020,ilvE,2.6.1.42,COG0115,Branched-chain-amino-acid aminotransferase
GMHGOCAD_02419,CDS,1392,lpdV,1.8.1.4,COG1249,Dihydrolipoyl dehydrogenase
GMHGOCAD_02420,CDS,1299,bkdB,2.3.1.168,COG0508,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
GMHGOCAD_02421,CDS,1059,bkdA2,1.2.4.4,COG0022,2-oxoisovalerate dehydrogenase subunit beta
GMHGOCAD_02422,CDS,1236,bkdA1,1.2.4.4,COG1071,2-oxoisovalerate dehydrogenase subunit alpha
GMHGOCAD_02423,CDS,489,lrp_2,,COG1522,Leucine-responsive regulatory protein
GMHGOCAD_02426,CDS,1485,ybhI,,COG0471,Inner membrane protein YbhI
GMHGOCAD_02427,CDS,795,dapF_1,5.1.1.7,COG0253,Diaminopimelate epimerase
GMHGOCAD_02429,CDS,1131,emrA_4,,,Colistin resistance protein EmrA
GMHGOCAD_02430,CDS,855,yebZ,,COG1276,Inner membrane protein YebZ
GMHGOCAD_02431,CDS,369,pcoC,,COG2372,Copper resistance protein C
GMHGOCAD_02432,CDS,435,yjaB_2,2.3.1.-,COG0454,Peptidyl-lysine N-acetyltransferase YjaB
GMHGOCAD_02434,CDS,621,rutR_4,,COG1309,HTH-type transcriptional regulator RutR
GMHGOCAD_02435,CDS,1293,preA,1.3.1.1,COG0167,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
GMHGOCAD_02436,CDS,1368,gltD_2,1.4.1.13,COG0493,Glutamate synthase [NADPH] small chain
GMHGOCAD_02437,CDS,1440,dht,3.5.2.2,COG0044,D-hydantoinase/dihydropyrimidinase
GMHGOCAD_02438,CDS,1488,pucI_2,,COG1953,putative allantoin permease
GMHGOCAD_02439,CDS,1275,hyuC_1,3.5.1.87,COG0624,N-carbamoyl-L-amino-acid hydrolase
GMHGOCAD_02440,CDS,969,ssuA_3,,,Putative aliphatic sulfonates-binding protein
GMHGOCAD_02441,CDS,1209,dapX_1,2.6.1.-,COG0436,putative N-acetyl-LL-diaminopimelate aminotransferase
GMHGOCAD_02442,CDS,780,glnQ_5,,,Glutamine transport ATP-binding protein GlnQ
GMHGOCAD_02444,CDS,786,glnH_3,,COG0834,Glutamine-binding periplasmic protein
GMHGOCAD_02451,CDS,1497,stp_3,,,Multidrug resistance protein Stp
GMHGOCAD_02452,CDS,858,hdfR_6,,,HTH-type transcriptional regulator HdfR
GMHGOCAD_02455,CDS,1773,dmdC_1,1.3.8.-,COG1960,3-methylmercaptopropionyl-CoA dehydrogenase
GMHGOCAD_02457,CDS,1893,sasA_5,2.7.-.-,,Adaptive-response sensory-kinase SasA
GMHGOCAD_02458,CDS,636,todT_2,,,Response regulator protein TodT
GMHGOCAD_02462,CDS,1881,acoR_1,,COG3284,Acetoin catabolism regulatory protein
GMHGOCAD_02464,CDS,978,acoA,1.1.1.-,COG1071,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha"
GMHGOCAD_02465,CDS,1017,acoB,1.1.1.-,COG0022,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta"
GMHGOCAD_02466,CDS,1113,acoC,2.3.1.12,,Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system
GMHGOCAD_02467,CDS,1095,ydjJ,1.-.-.-,COG1063,putative zinc-type alcohol dehydrogenase-like protein YdjJ
GMHGOCAD_02469,CDS,429,hicB,,COG1598,Antitoxin HicB
GMHGOCAD_02470,CDS,741,slmA_2,,,Nucleoid occlusion factor SlmA
GMHGOCAD_02471,CDS,657,trmR_1,2.1.1.-,,tRNA 5-hydroxyuridine methyltransferase
GMHGOCAD_02473,CDS,450,ypeA_1,2.3.1.-,COG0456,Acetyltransferase YpeA
GMHGOCAD_02478,CDS,621,azoR_2,1.7.1.17,COG1182,FMN-dependent NADH-azoreductase
GMHGOCAD_02480,CDS,1401,gabR_2,,COG1167,HTH-type transcriptional regulatory protein GabR
GMHGOCAD_02482,CDS,1788,dxs_1,2.2.1.7,,1-deoxy-D-xylulose-5-phosphate synthase
GMHGOCAD_02483,CDS,846,bacC_2,1.1.1.385,,Dihydroanticapsin 7-dehydrogenase
GMHGOCAD_02485,CDS,786,ntdB,3.1.3.92,COG0561,Kanosamine-6-phosphate phosphatase
GMHGOCAD_02486,CDS,1026,aziB2,2.1.1.302,,3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
GMHGOCAD_02498,CDS,801,glnQ_6,,,Glutamine transport ATP-binding protein GlnQ
GMHGOCAD_02499,CDS,1242,dadA1_1,1.4.99.-,COG0665,D-amino acid dehydrogenase 1
GMHGOCAD_02500,CDS,711,occM_2,,,Octopine transport system permease protein OccM
GMHGOCAD_02501,CDS,720,hisQ_2,,COG4215,Histidine transport system permease protein HisQ
GMHGOCAD_02502,CDS,753,occT,,,Octopine-binding periplasmic protein
GMHGOCAD_02504,CDS,1038,dpkA_1,1.5.1.21,COG2055,Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
GMHGOCAD_02507,CDS,2622,rcsC_5,2.7.13.3,,Sensor histidine kinase RcsC
GMHGOCAD_02516,CDS,639,exaE,,,Transcriptional activator protein ExaE
GMHGOCAD_02520,CDS,1896,qedA_1,1.1.2.8,,Quinoprotein alcohol dehydrogenase (cytochrome c)
GMHGOCAD_02525,CDS,1761,qedA_2,1.1.2.8,,Quinoprotein alcohol dehydrogenase (cytochrome c)
GMHGOCAD_02526,CDS,1521,adh_2,1.2.1.3,COG1012,Aldehyde dehydrogenase
GMHGOCAD_02527,CDS,915,pqqB_1,,COG1235,Coenzyme PQQ synthesis protein B
GMHGOCAD_02528,CDS,1164,dhaT_2,1.1.1.202,COG1454,"1,3-propanediol dehydrogenase"
GMHGOCAD_02529,CDS,1740,rcsC_6,2.7.13.3,,Sensor histidine kinase RcsC
GMHGOCAD_02530,CDS,816,vanW,,COG2720,Vancomycin B-type resistance protein VanW
GMHGOCAD_02533,CDS,1422,xyoA,1.1.3.41,COG0277,putative xylitol oxidase
GMHGOCAD_02535,CDS,1074,dgcC_1,2.7.7.65,,putative diguanylate cyclase DgcC
GMHGOCAD_02538,CDS,1974,cirA,,COG4771,Colicin I receptor
GMHGOCAD_02539,CDS,1068,aruG_1,2.3.1.109,COG3138,Arginine N-succinyltransferase subunit beta
GMHGOCAD_02540,CDS,1017,astA_1,2.3.1.109,COG3138,Arginine N-succinyltransferase subunit alpha
GMHGOCAD_02541,CDS,1350,puuP_1,,COG0531,Putrescine importer PuuP
GMHGOCAD_02544,CDS,645,rutB_1,3.5.1.110,COG1335,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GMHGOCAD_02546,CDS,1413,oprM_2,,COG1538,Outer membrane protein OprM
GMHGOCAD_02547,CDS,1167,mdtA_5,,,Multidrug resistance protein MdtA
GMHGOCAD_02548,CDS,3222,cusA,,COG3696,Cation efflux system protein CusA
GMHGOCAD_02550,CDS,1017,yhcG,3.1.-.-,COG4804,Putative nuclease YhcG
GMHGOCAD_02560,CDS,960,ytfF_1,,,Inner membrane protein YtfF
GMHGOCAD_02565,CDS,1314,norR_3,,,Anaerobic nitric oxide reductase transcription regulator NorR
GMHGOCAD_02566,CDS,531,paiA_2,2.3.1.57,COG0454,Spermidine/spermine N(1)-acetyltransferase
GMHGOCAD_02567,CDS,1500,malT_1,,,HTH-type transcriptional regulator MalT
GMHGOCAD_02571,CDS,1392,sasA_6,2.7.-.-,,Adaptive-response sensory-kinase SasA
GMHGOCAD_02572,CDS,684,cusR,,COG0745,Transcriptional regulatory protein CusR
GMHGOCAD_02581,CDS,318,hcnA_2,1.4.99.5,,Hydrogen cyanide synthase subunit HcnA
GMHGOCAD_02582,CDS,1410,hcnB_2,1.4.99.5,,Hydrogen cyanide synthase subunit HcnB
GMHGOCAD_02583,CDS,1254,hcnC_2,1.4.99.5,,Hydrogen cyanide synthase subunit HcnC
GMHGOCAD_02584,CDS,1221,mdtL,,,Multidrug resistance protein MdtL
GMHGOCAD_02585,CDS,1467,gabR_3,,COG1167,HTH-type transcriptional regulatory protein GabR
GMHGOCAD_02586,CDS,933,ppaC,3.6.1.1,,manganese-dependent inorganic pyrophosphatase
GMHGOCAD_02588,CDS,921,murR,,,HTH-type transcriptional regulator MurR
GMHGOCAD_02589,CDS,1938,iolC,2.7.1.92,,5-dehydro-2-deoxygluconokinase
GMHGOCAD_02590,CDS,906,iolE_1,4.2.1.44,COG1082,Inosose dehydratase
GMHGOCAD_02591,CDS,810,iolB,5.3.1.30,COG3718,5-deoxy-glucuronate isomerase
GMHGOCAD_02593,CDS,1938,iolD,3.7.1.22,COG3962,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase"
GMHGOCAD_02594,CDS,1011,iolG_1,1.1.1.18,COG0673,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GMHGOCAD_02596,CDS,927,xypA,,COG1879,Xylitol-binding protein
GMHGOCAD_02597,CDS,1548,rbsA_1,7.5.2.7,COG1129,Ribose import ATP-binding protein RbsA
GMHGOCAD_02598,CDS,1023,rbsC_2,,COG1172,Ribose import permease protein RbsC
GMHGOCAD_02605,CDS,2136,cntO_5,,COG1629,Metal-pseudopaline receptor CntO
GMHGOCAD_02610,CDS,489,mrpE,,COG1863,Na(+)/H(+) antiporter subunit E
GMHGOCAD_02611,CDS,1689,mrpD,,COG0651,Na(+)/H(+) antiporter subunit D
GMHGOCAD_02612,CDS,345,mnhC1,,COG1006,Na(+)/H(+) antiporter subunit C1
GMHGOCAD_02613,CDS,2919,ndhB,7.1.1.-,,"NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic"
GMHGOCAD_02616,CDS,564,sutR_2,,COG1396,HTH-type transcriptional regulator SutR
GMHGOCAD_02617,CDS,1203,soxC_3,,,Dibenzothiophene desulfurization enzyme C
GMHGOCAD_02618,CDS,462,sfnC_1,1.14.14.-,,putative FMNH2-dependent monooxygenase SfnC
GMHGOCAD_02619,CDS,1431,dmoA_2,1.14.13.131,,Dimethyl-sulfide monooxygenase
GMHGOCAD_02622,CDS,1107,iolG_2,1.1.1.369,,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GMHGOCAD_02623,CDS,768,fabG_7,1.1.1.100,,3-oxoacyl-[acyl-carrier-protein] reductase FabG
GMHGOCAD_02628,CDS,1281,sdaC_2,,COG0814,Serine transporter
GMHGOCAD_02631,CDS,1293,abo,1.5.3.19,,4-methylaminobutanoate oxidase (formaldehyde-forming)
GMHGOCAD_02632,CDS,1140,sbnB_2,1.5.1.51,COG2423,N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
GMHGOCAD_02634,CDS,2625,acnB,4.2.1.3,COG1049,Aconitate hydratase B
GMHGOCAD_02636,CDS,864,uspE_1,,COG0589,Universal stress protein E
GMHGOCAD_02638,CDS,711,rstA_1,,COG0745,Transcriptional regulatory protein RstA
GMHGOCAD_02639,CDS,1293,rstB_1,2.7.13.3,,Sensor protein RstB
GMHGOCAD_02642,CDS,573,mntP,,COG1971,putative manganese efflux pump MntP
GMHGOCAD_02643,CDS,567,patZ,2.3.1.-,COG0454,Peptidyl-lysine N-acetyltransferase PatZ
GMHGOCAD_02645,CDS,1464,aam_2,3.5.1.13,COG0154,Acylamidase
GMHGOCAD_02646,CDS,624,spuE_1,,COG0687,Spermidine-binding periplasmic protein SpuE
GMHGOCAD_02649,CDS,618,alkA_1,3.2.2.21,COG0122,DNA-3-methyladenine glycosylase 2
GMHGOCAD_02650,CDS,918,besA,3.1.-.-,COG2819,Ferri-bacillibactin esterase BesA
GMHGOCAD_02651,CDS,2244,pfeA_1,,COG4771,Ferric enterobactin receptor
GMHGOCAD_02652,CDS,1338,pfeS_1,2.7.13.3,COG0642,Sensor protein PfeS
